Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,39.0,1,9128.287927910136,1,1,146.88714165479232,1,19.0,21,9,4,158.28792791013578,1.0,0,0.0,1,1,0.0,25.400786255343455,0,0,5,12,4,13.477624894794328,0,0,5,8,3,12.25940486261945,0,9.119842748931308,-0.27081408131469464,-2.584588364624279,Enrolled
1,1.0,1,9238.0,1,1,146.17699096941092,1,1.1961651615684892,20,3,7,122.90066348599895,0.09808258078424459,0,0.0,1,0,0.0,20.19616516156849,0,0,6,12,0,1.2260322598030573,0,0,5,11,0,1.340461937711618,0,9.4,-0.8,-3.12,Enrolled
1,44.0,1,9102.39980134126,1,39,150.23517725956444,1,37.0,37,7,7,150.23517725956444,0.4882411370217782,0,0.5117588629782218,1,0,0.0,31.235177259564438,0,2,6,15,5,13.519598104885311,0,1,6,15,4,14.081544164336194,0,14.255316320682757,0.40235177259564436,0.4668665186709813,Enrolled
1,1.0,2,9773.0,1,1,132.18470314536668,1,38.0,16,4,6,101.46612415443103,1.0,0,0.0,1,0,0.8499513353060157,18.849951335306017,0,0,6,7,4,12.175056775976477,0,0,6,7,6,12.317867574648503,0,15.5,2.8,-4.06,Enrolled
1,17.0,1,9500.0,1,1,138.07791665798945,1,7.519490757131019,37,2,8,132.1532407310994,1.0,0,0.0,0,0,0.32467592689006,18.64935185378012,0,0,7,8,7,12.816837309849149,0,0,8,13,5,13.18840442979103,0,12.990907404707832,-0.007791665798946024,1.1893513900747739,Enrolled
1,12.797713238204794,3,9119.0,1,1,126.5252858452244,1,37.2626429226122,38,5,4,123.32022867617952,1.0,0,0.0,1,1,0.0,20.4747141547756,0,0,5,10,3,12.534637930257901,0,0,5,7,3,14.18433926934695,2,7.6,2.6,0.32,Enrolled
1,9.90769180073097,1,9147.0,1,1,108.09230819926903,1,37.52398187063123,37,6,6,110.55873358038531,1.0,0,0.0,1,0,0.0,22.095927482524935,0,0,5,6,3,10.419185496504987,0,0,5,10,2,11.0,0,9.276741986019948,1.97122175524252,1.0640542562963515,Enrolled
1,46.00710628116615,1,9238.0,1,1,113.886547706895,1,19.0,24,5,3,109.9163196261268,0.0,0,0.37588828514576933,1,0,0.6241117148542307,20.62411171485423,0,1,7,16,4,11.29876260593476,0,1,7,8,4,11.873756400795923,0,10.912766485543731,1.0992893718833845,1.8452487198408154,Enrolled
1,10.688379542879435,2,9254.0,1,1,118.15581022856028,1,37.39447627857003,19,6,4,112.95581022856028,0.6055237214299647,0,0.0,1,0,0.0,19.0,0,0,6,8,4,11.841714417855053,0,0,6,9,3,12.394476278570036,0,10.8,1.4,1.74,Enrolled
1,1.0,3,9773.0,1,1,133.78387262115808,1,10.351148294495786,19,3,4,138.69732775582565,0.5405532315940134,0,0.0,1,0,0.0,18.459446768405986,0,0,6,8,6,13.687227865356606,0,0,6,9,6,13.227781096950618,0,12.959399811508138,2.043225475768381,-0.9247912567547225,Enrolled
1,45.934851105466485,1,9081.775248157555,1,39,130.0,4,23.514652579421806,4,5,4,130.0,1.0,0,0.0,0,0,0.21498345616294312,22.0,0,0,6,11,5,12.413029778906703,0,0,6,17,2,11.607491728081472,0,11.6475579034297,0.6934851105466487,2.159771544600262,Enrolled
1,15.27335502304375,1,171.0,1,1,142.84169377880468,1,5.618729665896485,5,3,3,142.80142669815774,0.1079153110597656,0,1.0,1,1,0.0,19.21583062211953,0,5,12,12,10,12.575406868630612,0,4,11,16,9,12.21092122850554,0,8.9,1.4,3.51,Enrolled
1,16.044665313496072,1,9147.0,1,1,132.71464501593715,1,37.04466531349607,37,8,8,123.10918457385522,0.9553346865039283,0,0.0,1,0,0.9553346865039283,19.910669373007856,0,0,5,8,2,11.46401623804714,0,0,5,8,3,12.061100417112094,0,10.657070996812571,1.453598376195286,1.6765752548355781,Enrolled
1,13.590454180084722,1,9773.0,1,1,123.34406275119176,1,37.2130966137447,15,9,9,115.95882410569388,0.2130966137447049,0,0.0,1,0,0.0,18.213096613744703,0,0,6,7,5,12.514761354502118,0,0,6,9,5,12.081528373025629,0,14.498445915399888,2.501664740757413,-2.824039640280711,Enrolled
1,1.0,1,9147.0,1,1,125.89971035527583,1,19.0,19,7,7,119.15305241467719,0.6845931042519873,0,0.0,1,1,0.6845931042519873,18.630813791496024,0,0,5,7,4,10.855741380314985,0,0,5,7,3,12.171148276062997,0,10.88604690040954,1.1623544810708268,1.3263518632504212,Enrolled
1,47.25761647303851,1,9238.0,1,1,133.8508811687114,1,24.925440584355698,2,6,2,116.15526435061342,0.0,0,1.0,1,0,0.0,22.494922351307665,0,4,10,17,7,12.118218897390632,0,2,8,12,2,10.688134706086542,0,11.006440411825963,0.8494922351307662,1.9326777177042318,Enrolled
2,40.75041249622157,1,8014.0,0,15,114.48466340623347,1,35.68719062783382,35,2,2,108.81198437972304,1.0,0,0.0,1,0,0.5623968759446081,35.62726872921862,0,0,6,9,3,12.625068747495606,0,0,6,12,3,12.031335938587482,0,7.6,2.6,0.32,Enrolled
1,43.0,1,9070.0,1,1,116.74532937795395,1,1.0,1,3,5,114.63923322518683,0.7453293779539488,0,0.0,1,1,0.0,20.273353110230257,0,2,6,6,2,8.695509411947167,0,0,6,11,2,7.701736903039707,0,13.59439525354474,0.7186824881842047,0.15587015110533253,Enrolled
1,20.500825252629703,5,9500.0,1,1,131.86266106507398,1,2.6817431588518454,37,3,9,125.74773852617223,1.0,0,0.0,1,0,0.0,21.11389894401854,0,0,7,7,6,13.633845913411381,0,0,7,10,6,14.665315053643418,0,10.54305052799073,0.9182568411481549,1.7494816850240684,Enrolled
1,1.0,1,9773.0,1,1,126.61573651037675,1,1.0,19,6,6,121.31967063797093,0.961573651037675,0,0.0,1,0,0.961573651037675,19.961573651037675,0,0,6,11,4,13.932753889315931,0,0,6,11,3,11.064043915065296,0,9.330832571867816,-0.669350413528095,-2.987813359569602,Enrolled
1,44.0,1,9130.0,1,39,140.98238007864578,1,17.231715858437624,17,4,4,140.98238007864578,1.0,0,0.9017619921354235,0,0,0.0,20.0,0,0,5,10,3,12.0,0,0,5,10,2,11.137533211010407,0,12.242819187416679,0.5884142070781189,1.7850880996067713,Enrolled
1,17.0,1,9147.0,1,1,118.92295492924947,1,19.0,9,6,3,113.45385225353753,0.5385225353752658,0,0.5385225353752658,1,0,0.0,20.0,0,0,5,10,2,10.961609623066218,0,0,5,8,3,10.307651644621414,0,11.699920704012154,0.5538522535375265,1.9138601831363111,Enrolled
1,17.0,1,9085.0,1,1,124.27440295361656,1,1.7255970463834391,31,3,9,118.58139926159586,0.6372014768082804,0,0.0,1,0,0.0,19.91160443042484,0,0,5,10,3,12.30079605972058,1,0,5,10,2,11.28606346812472,0,8.746962658254905,0.4335149788518464,-1.8719730802204848,Enrolled
1,12.209016677498306,1,9773.0,1,1,122.27483137764627,1,12.86837059970409,30,7,4,117.8056655964546,0.0,0,0.0,0,0,0.0,18.34064607779422,0,0,6,8,4,12.480773872772025,0,0,6,7,4,12.095226601890475,0,9.90773872772024,1.2812921555884347,1.4409016677498305,Enrolled
1,4.985525853151614,2,9500.0,1,2,126.7446640409836,1,2.945786627680018,20,133,178,122.57522131932573,0.8951177407065364,0,0.0,1,0,0.0,19.839058074347708,0,0,7,12,4,13.440551412058415,0,0,7,8,5,12.159493592195224,0,12.4,0.5,1.79,Enrolled
1,11.186714914675317,1,9070.0,1,1,123.72666063566558,1,2.9100090465016217,37,4,8,115.38965430311445,0.0,0,0.0,1,0,0.3633303178327927,18.0,0,0,6,7,6,13.166105581482352,0,0,6,6,6,12.938883860932423,0,13.901346601535712,2.000673300767856,-1.8509516675766204,Enrolled
1,42.06966792380031,1,9119.0,1,39,132.27867169520124,1,1.0,12,4,6,142.62525162363158,0.6139335847600618,0,0.0,1,1,0.0,23.158199245719814,0,0,5,7,1,5.482143096407123,0,0,5,5,2,12.374455096652998,0,12.884758642295667,0.9753269432360678,0.7130633354617643,Enrolled
1,43.0,1,9500.0,1,1,127.86647652728897,1,19.0,20,4,7,121.40659938657917,0.06665204056068996,0,0.0,1,0,1.0,18.06665204056069,0,0,7,10,5,12.096014041061737,0,0,7,7,2,13.253365510766482,0,15.626792451178066,0.4532996932895869,-0.8373514697047445,Enrolled
1,22.254728899753367,1,9003.0,1,1,141.92636791221918,1,19.0,19,6,6,136.53253775800547,0.5184080219452041,0,0.0,1,1,0.4815919780547959,22.110448131671223,0,0,6,11,4,11.827197327746292,0,0,6,10,4,12.240795989027397,0,15.5,2.8,-4.06,Enrolled
1,44.0,1,9003.0,1,39,148.4983099918296,1,6.406084029413499,37,4,7,148.4983099918296,0.0,0,0.0,1,1,1.0,20.0,0,0,6,16,3,12.27530983433068,0,0,6,16,3,11.76177370335023,0,15.5,2.8,-4.06,Enrolled
1,1.0,1,9773.0,1,1,140.89947014977187,1,3.0,2,2,4,142.51567378787692,0.2625662312785144,0,0.0,1,0,0.0,19.0,0,0,6,6,5,11.96536589181125,0,0,6,7,5,12.473743376872148,0,14.283266511666845,0.5888228544063658,0.24316840456381872,Enrolled
1,4.073331524876047,2,9500.0,1,2,132.43889039593662,1,37.0,37,8,5,127.07333152487605,0.4877780791873255,0,0.0,1,0,0.4877780791873255,25.65888497056477,0,0,7,8,7,13.278365661633567,0,0,8,9,7,12.408940093556634,0,12.524553716957314,1.043998914925628,-3.601488605563914,Enrolled
3,39.95931666237494,1,9003.0,1,1,140.0,1,31.24410002575036,31,7,6,146.80227779208354,0.3197722207916467,0,0.0,1,1,0.0,27.04068333762506,0,0,6,12,5,11.893409260802025,0,0,6,10,5,12.226742590802026,0,12.506997771483245,1.3034988857416228,0.07578489758678852,Enrolled
1,44.0,1,9129.541598093374,1,39,150.0,1,5.5834206084333795,1,2,4,150.0,0.9583270993976157,0,0.0,1,1,0.0,19.041672900602386,0,0,5,13,4,11.116594353012342,0,0,5,12,2,10.979163549698807,0,13.849992519277139,-0.13330839759046292,0.6862344775000632,Enrolled
1,15.643327743267148,1,9500.0,1,1,158.21936766303813,1,37.9152079839542,38,6,6,145.5530115747862,0.08479201604580322,0,0.0,1,0,0.08479201604580322,19.915207983954197,0,0,7,10,6,11.763603203554778,0,0,8,11,6,12.977343309942746,0,14.9827687021206,2.4947487422351085,-3.9802955049169446,Enrolled
1,42.220288746381925,1,9147.0,1,30,130.87939749700567,6,13.893820985128281,14,179,109,123.20887777323091,0.0,0,0.28367661193731775,1,0,0.0,32.83676611937318,0,4,9,17,6,11.875506361595894,0,2,7,14,6,11.146117420900291,0,9.5240885462621,1.1730587104501458,3.0873218482133966,Enrolled
1,15.846650624021226,2,9085.0,1,1,133.49540964800929,1,37.0,37,9,9,120.57300240639682,1.0,0,0.0,1,0,0.0,19.927915664001326,0,0,5,12,2,11.56160039423608,1,0,5,8,4,12.5086931741614,0,9.637878308795623,-0.4756204880059699,-3.017640242881884,Enrolled
1,39.0,1,8014.0,0,2,100.0,1,37.0,37,5,5,108.4923931649662,0.0712567277652586,0,0.0,1,0,0.0712567277652586,38.07366253905164,0,0,6,8,4,11.466506279010053,0,0,6,12,3,11.047504485414361,0,7.6,2.6,0.32,Enrolled
1,1.0,1,9085.0,1,1,121.97578304953022,1,1.0363254257046624,1,2,5,113.30121084752349,0.9878915247651125,0,0.0,1,0,0.0,18.0,0,0,5,9,4,14.21670169310406,0,0,5,8,4,12.726826630830885,0,10.803632542570467,1.39031321981209,1.7433903730657685,Enrolled
1,43.0,1,9084.347520974492,1,1,129.7825069914974,1,19.0,37,4,8,130.14789524578177,1.0,0,0.0,0,0,0.04349860170051989,19.0,0,0,6,11,4,13.0,0,0,6,11,3,11.689865924095281,0,13.9,-0.3,0.79,Enrolled
1,1.0,1,9254.0,1,1,127.12618228838204,1,1.524983281081986,14,3,1,122.41872074189348,0.737508359459007,0,0.0,1,1,0.0,18.78747492162298,0,0,6,11,5,11.087497212638691,0,0,6,11,2,10.639573578172797,0,10.266222413785277,0.3812123824344691,-2.7472618704317897,Enrolled
1,2.4130056340082566,2,9853.0,1,1,120.52724014048555,1,1.7065028170041283,38,6,6,117.64358422477687,1.0,0,0.0,1,0,0.0,19.059754225506193,0,0,6,10,5,12.211950845101239,0,0,6,9,4,12.313415261497935,0,10.49947260554649,0.10544802809711018,0.20428776029939,Enrolled
1,1.0,1,9670.0,1,1,124.96535581287655,1,1.0,19,4,4,120.19219102176964,0.2965355812876552,0,0.0,1,1,0.7034644187123448,19.296535581287657,0,0,6,10,6,13.003208599271703,0,0,6,8,5,12.79901016306734,0,11.48549625567395,0.5703464418712345,1.9517968163038393,Enrolled
1,1.0,2,9670.0,1,1,128.04910968923755,1,12.705341864574708,1,6,7,120.32827873252592,1.0,0,0.0,1,0,0.0,18.0,0,0,6,6,6,12.974455920198746,0,0,6,8,4,12.499576042993647,0,12.151483851270752,0.2944954905679443,1.7411927849087108,Enrolled
1,44.0,1,9003.0,1,39,140.0,1,37.0,37,9,1,140.0,0.0,0,0.0,1,0,0.7746535311811819,20.901385875275274,0,0,6,10,5,13.291428727484968,0,0,6,12,5,12.457742528173174,0,14.801425946661663,2.281703121716718,-2.741723157409914,Enrolled
1,40.354517555718346,1,9556.0,1,1,135.75669961180296,1,25.486600776394088,13,6,5,106.61370611070414,0.0,0,0.0,1,0,0.6613706110704144,21.968223666422485,0,0,5,9,3,7.180595207796986,0,0,5,5,4,13.26003604174077,0,12.056604161033787,2.921152405461953,-0.5351149020822257,Enrolled
1,1.0,1,9082.222066481989,1,1,126.25921772853013,1,37.18519556786747,37,9,8,123.17039113573493,0.8148044321325321,0,0.0,0,0,0.18519556786746794,18.814804432132533,0,0,5,9,2,13.999971966757837,0,0,5,8,3,11.641992610396432,0,11.996256842103621,3.2740501939048237,-0.735131091410492,Enrolled
1,1.0,2,9147.0,1,1,114.21876534733859,1,38.0,38,8,5,108.07902640780293,0.8258906646659157,0,0.0,1,1,0.0,20.0,0,0,5,11,3,10.447767199399774,0,0,5,9,4,11.241294533233296,0,12.4,0.5,1.79,Enrolled
1,47.457756610317695,1,9556.0,1,1,129.32727395487225,3,1.1967912994267946,35,149,188,125.3602148136112,0.9016043502866027,0,0.0,1,0,0.0,22.70481305085981,0,0,7,11,4,11.192774001836806,0,0,7,12,2,13.319607975853424,0,8.9,1.4,3.51,Enrolled
1,1.0,2,9075.09545920448,1,1,125.0,1,19.0,37,6,8,125.87557619241812,0.6603027197013381,0,0.0,1,0,0.0,18.66030271970134,0,0,6,9,5,12.264121087880536,0,0,6,9,4,12.518894048104531,0,9.977485376507726,-0.3244238075818734,-1.3739559792648786,Enrolled
1,22.948174093343546,3,9556.0,1,1,122.9943352577695,1,5.241292080008753,38,5,7,119.67935395999562,0.7643726622217359,0,0.0,1,0,0.23562733777826406,21.413764026669583,0,0,7,12,5,8.742512324161105,0,0,8,8,6,8.732957665883333,1,12.252308058221297,3.1580571231099928,-0.8894419580427717,Enrolled
1,1.0,1,9254.0,1,1,134.96411786182492,1,19.0,19,9,4,128.91330964386748,0.265046428325004,0,0.0,1,0,0.0,21.265046428325004,0,0,6,8,5,11.889880611828627,0,0,6,10,3,13.132523214162502,0,11.825346786527486,2.507291072537482,-2.076365928221506,Enrolled
1,1.0,6,9500.0,1,1,122.0,1,1.0,1,3,4,119.48899170653615,1.0,0,0.0,1,0,0.0,20.937165116907263,0,0,7,8,6,13.265220005085613,0,0,8,8,7,13.799886340885136,0,13.841354109113444,-0.28114953507217844,0.8157623020680228,Enrolled
1,39.98606000971713,1,9119.0,1,1,129.91782833252358,1,17.603081652900734,37,8,9,132.9810713232923,0.08217166747642735,0,0.0,1,1,0.9178283325235727,23.589141662617862,0,0,5,8,4,10.860968598469515,0,0,5,7,3,13.671313330094291,0,12.28092449587022,3.60961116577593,-1.5340132316976167,Enrolled
1,16.485760557520486,1,9254.0,1,1,121.93572006969006,1,1.0,1,4,9,113.07355581183684,0.9678600348450305,0,0.0,1,0,0.0,21.93572006969006,0,0,6,13,4,12.269513550364488,0,0,6,10,3,11.367615959605768,0,7.64178195470146,2.5614320418140366,0.4225264888443525,Enrolled
1,44.0,1,9119.0,1,39,135.90889554954842,1,32.38654922792902,14,7,4,135.90889554954842,0.7045552225225797,0,0.0,1,1,0.0,19.29544477747742,0,0,5,11,1,8.806940281532247,0,0,5,10,2,11.275010744774837,0,12.488633433243226,1.4454232879277449,0.7588977266038033,Enrolled
1,44.0,1,9003.0,1,39,130.0,1,3.0,1,4,4,130.0,0.23077685216186639,0,0.0,1,1,0.0,19.230776852161867,0,0,6,8,4,11.523077685216187,0,0,6,11,5,11.371796139462901,0,13.115408241701786,1.0307867599722926,0.439955414853082,Enrolled
1,40.50134572458295,1,8014.0,0,1,138.69251282407146,1,37.0,37,6,5,134.57506728622914,0.0,0,0.0,1,0,0.0,36.742598514793805,0,3,8,10,6,12.624125279021086,0,1,7,8,5,12.46380509782704,0,15.5,2.8,-4.06,Enrolled
1,43.0,1,9070.0,1,1,128.81939639652896,1,19.0,19,7,8,129.3514398196793,1.0,0,0.0,1,1,1.0,19.381939639652895,0,2,6,6,3,12.236120720694208,0,1,6,7,3,11.868985644361025,0,12.715987117076024,0.34929738740992305,1.152842657670251,Enrolled
1,1.0,1,9147.0,1,1,129.0,1,37.0,37,5,8,120.34180076097422,0.7943127378044449,0,0.0,1,0,0.2056872621955551,18.205687262195553,0,0,5,7,2,10.602843631097777,0,0,5,7,3,12.646761540333197,0,8.258199239025776,2.353175285365334,0.6120759123176882,Enrolled
1,17.0,1,9119.0,1,1,127.0,1,19.0,3,4,5,116.35837752353326,0.12138641815940643,0,0.12138641815940643,0,1,0.0,19.757227163681186,0,0,5,10,3,10.104056191166826,0,0,5,10,0,0.0,0,13.353761118282671,-0.3606932090797032,0.3153791049967209,Enrolled
1,1.0,1,9853.0,1,1,126.61501296803887,1,3.0,1,2,6,129.38476325118899,1.0,0,0.0,1,0,0.0,18.0,0,0,6,8,6,11.5891861220583,0,0,6,10,4,12.782082251380137,0,11.993459799079513,0.7455220456660732,1.3742623196369235,Enrolled
1,42.87316890318894,1,9003.0,1,1,122.95229747364498,2,1.0,2,154,127,122.20858894974968,0.0,0,0.0,1,1,0.0,20.12683109681106,0,0,6,14,2,11.579513135180878,0,0,6,16,1,3.019907339453642,0,14.55482659865585,0.5479028412984333,0.07837235177459911,Enrolled
1,16.35609574645887,3,9070.0,1,1,130.15123402832904,1,7.4097234362596485,2,4,3,122.53560957464589,1.0,0,0.0,1,0,0.0,19.42438298583548,0,0,6,9,1,11.0,0,0,6,9,2,7.082946788952437,2,8.240972343625964,1.3892744620398443,-0.9049693678185107,Enrolled
1,17.0,1,9853.0,1,1,143.6363744010101,1,37.53030213324916,37,6,6,128.36364336065657,1.0,0,0.0,1,0,0.0,19.878791467003367,0,0,6,10,3,12.294191842669756,0,0,6,9,5,11.193435029407972,0,10.057577013451178,0.23333530685185155,-0.8372683675909094,Enrolled
1,48.902438828418184,1,9553.650731487829,1,1,130.79024388284182,1,1.0,36,151,192,126.32731704769436,1.0,0,0.0,1,0,0.0,22.832195106273456,0,0,7,11,4,12.454588849833755,0,0,7,12,2,13.44196747439274,0,9.046829282010727,1.3622438989115273,3.4378438956975854,Enrolled
1,1.0,2,9773.0,1,1,131.8424438879719,1,38.0,1,8,8,124.19916408830203,1.0,0,0.0,1,0,0.0,18.968488777594384,0,0,6,6,5,12.230460848430466,0,0,6,6,5,10.853569078089548,0,10.948102745306397,1.4441157113678627,1.557234910047426,Enrolled
1,4.220572933526807,1,9254.0,1,1,120.20128580834543,1,1.0,1,7,8,119.26617188005804,0.20128580834542542,0,0.0,1,1,0.0,20.201285808345425,0,0,6,8,6,12.516873993607154,0,0,6,10,4,12.856247832920584,0,8.638328449150947,1.6415429700145103,2.8678982713780927,Enrolled
1,10.900491486186493,1,73.40944106473313,1,1,130.14249742932026,29,1.7071779632990354,3,2,3,105.50505428997813,0.0,0,0.0,1,1,0.0,19.707177963299035,0,1,7,10,6,12.313330505290145,0,0,7,7,3,11.944739399072347,0,8.9,1.4,3.51,Enrolled
1,39.0,1,9991.0,0,11,133.43850143383543,1,37.0,37,9,9,121.46995549403827,0.0,0,0.0,1,0,0.0,38.100148353205746,0,0,5,11,2,10.503338278506957,0,0,5,9,3,11.356701279148107,0,7.636053407154068,2.5318991198200926,0.25109793299444627,Enrolled
1,1.0,2,9500.0,1,1,131.18494728290943,1,1.398118410363678,1,5,5,120.30094079481816,1.0,0,0.0,1,0,0.6018815896363221,18.60188158963632,0,0,7,9,5,12.559603783500767,0,0,7,7,6,12.234587725097153,0,10.489031630254345,1.3360486617637237,1.2047659367653936,Enrolled
1,1.0,1,9147.0,1,1,129.41757734179276,1,37.0,37,9,7,117.8,0.0,0,0.0,1,0,0.5824226582072465,18.582422658207246,0,0,5,6,3,10.582422658207246,0,0,5,9,3,12.80325718527138,0,9.463752506263189,1.901092810151304,1.14704017465429,Enrolled
3,39.0,1,9991.0,0,1,114.96146358859065,1,32.46531722973158,37,7,7,112.695616980104,0.0,0,0.0,1,0,0.0,34.73265861486579,0,0,5,12,2,10.314908525713085,0,0,5,7,3,11.75321136512387,0,11.415173215090613,3.4228804973724856,-1.1911078224476548,Enrolled
1,22.893985509656424,3,9112.600172795064,1,8,137.0116833905578,1,19.0,38,194,178,129.62457831893755,1.0,0,0.8117697880901376,1,0,0.0,18.941151059549313,0,0,5,11,3,10.823525179297452,0,0,5,9,3,11.496466180949316,0,8.9,1.4,3.51,Enrolled
1,1.0,1,9500.0,1,1,125.03787961261358,1,37.6564786073315,25,192,182,123.9950897634059,1.0,0,0.34352139266849735,1,1,0.0,20.656478607331504,0,0,7,8,6,12.508809714565622,0,0,8,11,5,12.039194975766508,0,11.1,0.6,2.02,Enrolled
1,39.0,1,9500.0,1,16,132.70290318626476,1,21.787105638994866,37,156,163,146.261914927324,0.0,0,0.0,1,0,0.0,28.0247659709296,0,0,7,11,4,13.915456807398307,0,0,7,13,3,12.309158667372953,0,12.4,0.5,1.79,Enrolled
1,44.0,1,9119.0,1,39,140.0,1,3.6469299760220064,33,3,3,140.0,0.3382675059944984,0,0.0,1,1,0.0,22.661732494005502,0,1,6,10,1,9.264254916077022,0,0,5,9,1,13.210709153807063,0,11.858771990408803,0.8044407553950486,1.773086624700275,Enrolled
1,17.0,3,9119.791079956414,1,1,135.1438327193479,1,38.0,35,5,7,126.84451562289142,1.0,0,0.0,1,0,0.0,18.21574907902185,0,0,5,7,4,12.11506617547832,0,0,5,10,3,13.089895449592438,2,7.945198526434961,2.4489756446847046,0.4257170487207069,Enrolled
1,13.40615021049837,1,9500.0,1,1,156.1815345986545,1,33.73230337496681,33,6,6,146.56461413485883,0.0,0,0.0,1,0,0.22461561184385193,19.550768776312296,0,0,7,10,6,12.215358708161459,0,0,8,11,6,13.23869246227405,0,14.80369160328406,2.2833840927591407,-2.745998670713466,Enrolled
1,39.0,1,9085.0,1,5,131.1537177738963,1,37.37216702383751,19,9,7,133.08898629785136,1.0,0,0.3721670238375133,0,0,0.0,26.88349892848746,0,0,5,10,2,7.063120981827975,0,0,5,9,2,6.59224624970611,0,11.28576530941745,2.844015845173719,0.23899019419344447,Enrolled
1,7.913230127107136,2,9254.0,1,1,120.5679231170558,1,19.0,19,6,6,125.72716924682233,0.567923117055804,0,0.0,1,0,0.0,20.271692468223215,0,0,5,8,4,10.864153765888393,0,0,5,10,2,12.563833418847318,0,10.825853713715846,1.1443459732488819,-2.5064508262192415,Enrolled
1,1.0,1,9147.0,1,1,134.3635700618333,1,19.0,37,9,8,127.91523991755562,0.4394049896944522,0,0.0,1,0,0.0,19.0,0,0,5,5,4,11.491672744331948,0,0,5,9,3,11.51027625238217,0,10.184833014427767,0.43330902267220506,-0.39550824991503775,Enrolled
2,39.0,1,9991.0,0,1,112.25879164989051,1,30.03291248490146,37,7,7,114.14154646730857,0.0,0,0.0,1,0,0.0,33.51645624245073,0,0,5,12,2,10.483825521881844,0,0,5,7,3,11.978434027132659,0,10.72599187072208,3.274233540743978,-0.9181379566389414,Enrolled
1,17.0,1,9253.089213403915,1,1,119.22769664902117,1,1.0,1,4,9,124.32829488538755,0.0,0,0.0,1,0,0.0569241622552924,19.056924162255292,0,0,6,7,4,10.797153791887236,0,0,6,10,2,10.556924162255292,0,11.067543562599875,1.4796938271574092,1.4098398589193044,Enrolled
1,22.295239660315108,1,9003.0,1,1,122.39376723683831,1,37.0,37,3,6,117.24363755878609,0.0,0,1.0,1,0,0.24069271183250496,22.40692711832505,0,0,6,7,4,10.124097173035576,0,0,6,7,3,10.63030203434493,0,11.1,0.6,2.02,Enrolled
1,1.0,2,9119.0,1,1,132.75699724739817,1,3.0,1,3,3,123.51316940584294,0.8784986236990819,0,0.0,1,1,0.0,18.0,0,0,5,9,3,12.243002752601836,0,0,5,9,2,11.0,0,8.742048210808807,1.5458016515611015,3.122410609600071,Enrolled
1,39.0,1,9991.0,0,1,146.66274872136705,1,1.0,3,4,2,142.38629003556315,0.0,0,0.0,1,0,0.0,32.22276559126056,0,0,5,6,4,13.864300167238106,0,0,5,5,4,13.889106236504226,0,12.936964587831925,2.910118040560251,-1.208298480248756,Enrolled
1,1.0,1,9071.696126496861,1,1,123.90460079832584,1,37.88692490020927,37,9,5,125.46714308876531,0.0,0,0.1130750997907305,0,0,0.8869249002092695,18.339225299372192,0,0,5,7,4,11.76607747006278,0,0,5,7,4,12.773849800418539,0,9.114842689602389,1.4,3.3098570733704067,Enrolled
1,11.332973002483296,2,9773.0,1,1,122.41675674937918,1,37.0,13,7,7,118.09194592307544,0.354189187344794,0,0.0,1,0,0.0,19.416756749379175,0,0,6,8,5,12.883351349875834,0,0,6,10,4,11.804523814876676,0,13.339445957196757,1.5249189255587414,-3.7270621638958934,Enrolled
1,15.57181357847832,1,171.0,1,1,134.2886018385874,18,1.8577203677174805,1,2,7,133.88833233365258,0.0,0,0.28590678923916013,1,1,0.0,20.42818642152168,0,5,12,12,11,14.401922149933025,0,4,11,15,10,12.851575554047594,0,8.9,1.4,3.51,Enrolled
1,17.0,2,9238.0,1,1,132.44784081690585,1,5.128902037533507,1,3,4,135.05887102160543,1.0,0,0.0,1,0,0.0,19.18405306103138,0,0,6,12,1,11.453986734742154,0,0,6,12,2,10.40797346948431,0,7.931295509856489,1.9742195924932988,-0.31314252994795666,Enrolled
1,17.0,4,9500.0,1,1,136.30684998181718,1,3.4953400654581515,1,5,4,131.05841099890904,1.0,0,0.0,1,0,0.0,18.0,0,0,7,8,7,12.565339165348346,0,0,8,8,7,12.860666018783327,0,13.470246988726652,-0.0643289938178413,0.9216985034547358,Enrolled
1,1.0,1,9853.0,1,1,131.60925624226527,1,19.0,38,3,6,129.72413616809888,1.0,0,0.0,1,0,1.0,18.846514338690277,0,0,6,8,5,12.292091396785832,0,0,6,9,4,11.791622756488472,0,7.876274190357499,2.0781487515469452,-0.20799067490544365,Enrolled
1,2.135028529046238,5,9500.0,1,1,125.67514264523119,46,1.162146932720891,1,18,5,120.8967246703055,1.0,0,0.0,1,0,0.0,20.756779600918662,1,0,7,11,4,13.114201943846254,0,0,7,9,5,13.706497147095376,0,11.205395506268578,0.5918926533639555,2.0013531027370974,Enrolled
